hospital_id,hpid,hospital_name,address,district,lat,lon,emergency_level_raw,emergency_level_code,current_emergency_level_raw,emergency_level_model,emergency_level_rank,hospital_type_raw,er_phone,representative_phone,er_open_static,is_designated_emergency_medical_institution,current_egen_present,current_egen_updated_at,current_egen_operationyn,current_egen_silson24_chk,or_candidate_active,source_primary,source_crosscheck,source_last_checked_at,source_work_dttm
A1117070,A1117070,최원호병원,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",은평구,37.604769594378,126.923855760856,응급실운영신고기관,G009,응급의료기관 외의 의료기관(응급의료시설),emergency_institution_ok,1,병원,02-3156-8119,02-1588-3797,true,false,true,20241121100837,N,N,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:14.000Z
A1100012,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,서울특별시 서초구 반포대로 222 (반포동),서초구,37.501800804785276,127.00472725970137,지역응급의료센터,G006,지역응급의료센터,local_center_or_above,2,종합병원,02-2258-2370,0215881511,true,true,true,20260428133157,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100008,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",성북구,37.58715608002366,127.02647086385966,권역응급의료센터,G001,권역응급의료센터,regional_center,3,종합병원,02-920-5374,1577-0083,true,true,true,20260511173200,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100163,A1100163,한강수병원,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",영등포구,37.5224047841717,126.890913736375,응급실운영신고기관,G009,응급의료기관 외의 의료기관(응급의료시설),emergency_institution_ok,1,병원,02-2063-8413,02-1800-7119,true,false,true,20260325155353,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100053,A1100053,한국보훈복지의료공단중앙보훈병원,서울특별시 강동구 진황도로61길 53 (둔촌동),강동구,37.528220900896635,127.14671886173552,지역응급의료센터,G006,지역응급의료센터,local_center_or_above,2,종합병원,02-2225-1100,02-2225-1111,true,true,true,20260511173200,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100027,A1100027,한국원자력의학원원자력병원,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",노원구,37.628815981330355,127.08269315796588,지역응급의료기관,G007,지역응급의료기관,emergency_institution_ok,1,종합병원,02-970-2620,02-970-2114,true,true,true,20260325155353,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100055,A1100055,한림대학교강남성심병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",영등포구,37.4932492859,126.9086725295,지역응급의료센터,G006,지역응급의료센터,local_center_or_above,2,종합병원,02-829-5119,02-829-5114,true,true,true,20260126105248,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100038,A1100038,한림대학교한강성심병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",영등포구,37.52346674579277,126.91033000120589,응급실운영신고기관,G009,응급의료기관 외의 의료기관(응급의료시설),emergency_institution_ok,1,종합병원,02-2639-5555,02-2639-5114,true,false,true,20251105162701,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100013,A1100013,한양대학교병원,서울특별시 성동구 왕십리로 222-1 (사근동),성동구,37.559944533564746,127.04488284061982,권역응급의료센터,G001,권역응급의료센터,regional_center,3,종합병원,02-2290-8284,02-2290-8114,true,true,true,20260312102848,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100051,A1100051,혜민병원,서울특별시 광진구 자양로 85 (자양동),광진구,37.535315660180416,127.08360130258502,지역응급의료기관,G007,지역응급의료기관,emergency_institution_ok,1,종합병원,02-2049-9119,02-2049-9000,true,true,true,20251208120527,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100019,A1100019,홍익병원,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",양천구,37.52844147447355,126.8636640030062,지역응급의료기관,G007,지역응급의료기관,emergency_institution_ok,1,종합병원,02-2600-0777,02-2693-5555,true,true,true,20260429140801,N,Y,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
A1100049,A1100049,희명병원,서울특별시 금천구 시흥대로 244 (시흥동),금천구,37.45567063464179,126.90056251863875,지역응급의료기관,G007,지역응급의료기관,emergency_institution_ok,1,종합병원,02-809-0122,02-804-0002,true,true,true,20260112151311,N,N,true,seoul_open_data_OA-20338_TvEmgcHospitalInfo,e-gen_public_search_backend,2026-05-18T13:50:44.710Z,2026-05-07T05:53:15.000Z
